,index,CO_CATEGORIA_ADMINISTRATIVA,CO_ORGANIZACAO_ACADEMICA,CO_TURNO_ALUNO,CO_GRAU_ACADEMICO,CO_MODALIDADE_ENSINO,CO_COR_RACA_ALUNO,NU_ANO_ALUNO_NASC,NU_MES_ALUNO_NASC,NU_DIA_ALUNO_NASC,CO_UF_NASCIMENTO,DT_INGRESSO_CURSO,IN_FINANC_ESTUDANTIL,IN_ING_CONVENIO_PECG,IN_SEXO_ALUNO,IN_MOBILIDADE_ACADEMICA,NO_OCDE_AREA_GERAL
"39000,5de5e7139b4b8b532f6c62c3cdf4721df7c0ebf1,1.0,1.0,4.0,1.0,1.0,3.0,1995,9,29,33.0,2015-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39001,a844ff1ddefddc77489b9547bab57d4af25bb2e5,2.0,1.0,3.0,1.0,1.0,0.0,1998,5,1,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39002,4e8c017498103ddcfc5e9219bb168890e7165947,1.0,1.0,4.0,1.0,1.0,1.0,1994,7,6,42.0,2012-01-01,,0.0,0.0,,""Engenharia, produção e construção"""
"39003,f2f39621fc64d1c4f87b43e7dca4f20a9aaf02e5,1.0,1.0,4.0,1.0,1.0,2.0,1988,10,29,,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39008,492c7307a19a588df40a60e99d330fc312dbc5f8,1.0,1.0,4.0,1.0,1.0,3.0,1993,3,27,35.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39012,1f0b5623ed43286b16bf8fe7ea2c72c84e489838,4.0,3.0,3.0,1.0,1.0,1.0,1974,6,22,,2016-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39015,4fa2659da2f3eea9f1187d2df444398028f848d8,1.0,1.0,4.0,1.0,1.0,1.0,1995,2,21,42.0,2013-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39016,b8e4a8774b9a66f4640708e5d31c493121c17c31,4.0,3.0,3.0,1.0,1.0,1.0,1989,5,31,,2012-01-07,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39022,e04824493745080450b3459cbff101716287756d,1.0,1.0,4.0,1.0,1.0,1.0,1995,9,3,41.0,2015-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39025,46afa42e4bff7efdc383c806f1ddc4568a04ca38,1.0,4.0,3.0,3.0,1.0,1.0,1996,1,3,42.0,2014-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"39027,6b67f338e94fb5bceb7879df82476929567f2d4e,2.0,1.0,4.0,1.0,1.0,2.0,1994,9,7,53.0,2013-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39028,5bc58c933278ca5ae7fb5cec28dc07ebf2531d18,2.0,1.0,4.0,1.0,1.0,1.0,1995,7,1,42.0,2013-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39030,c9f3bf86516efd0eed3a07534f8d6f975e2b885b,5.0,2.0,3.0,1.0,1.0,1.0,1995,8,7,42.0,2015-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39031,022d4ce9c1dc0c6e9c8dbc980fefa855358560eb,5.0,2.0,1.0,1.0,1.0,1.0,1973,7,21,42.0,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39038,ea0799cf414cf769a2afc7b57e0681eb273671ec,2.0,1.0,4.0,1.0,1.0,1.0,1998,6,18,42.0,2016-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39040,a8b14f9b3751ffb6b091973fdf25c39e6d74181a,5.0,2.0,3.0,1.0,1.0,1.0,1985,10,10,42.0,2010-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39043,fb92583b48e9f223171c077baba8fd55d0b26653,4.0,3.0,3.0,1.0,1.0,1.0,1986,9,1,42.0,2011-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39046,d20ebe221aaf9284084257c4d3e004b781fa186d,5.0,2.0,3.0,1.0,1.0,1.0,1989,6,14,42.0,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39048,b8d8cea90c936c6f14b67de6c9a29ed5693e28a1,2.0,1.0,4.0,1.0,1.0,1.0,1997,3,20,42.0,2015-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39053,06f2d6cd389e581b44610da88c557c37ece76e29,1.0,1.0,4.0,1.0,1.0,1.0,1992,12,9,42.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39054,1faf93a0af6b85bf8fd12e964c57c90beb7f05d6,1.0,1.0,4.0,1.0,1.0,3.0,1993,1,30,50.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39056,86cc01c05e059c72cfbce78ced1586b1dad8529b,2.0,1.0,3.0,1.0,1.0,1.0,1981,9,13,42.0,2011-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39068,15354f082f128205571c8a0988dd2bfda5ae7a14,1.0,1.0,4.0,1.0,1.0,3.0,1990,7,5,,2008-01-01,,0.0,0.0,,""Engenharia, produção e construção"""
"39071,52f16e8c8bfdf8e446619dae76b455327eb2ee6e,1.0,4.0,4.0,1.0,1.0,1.0,1993,6,13,42.0,2014-01-07,,,1.0,0.0,""Engenharia, produção e construção"""
"39074,e8f0f482f8ff94b58a1b4f231c19eb2971b62b88,5.0,2.0,3.0,1.0,1.0,1.0,1977,8,22,42.0,2014-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39078,c69b25bb3213cc3ec3418559f9fa28e4a1754f89,5.0,2.0,1.0,1.0,1.0,1.0,1996,8,8,42.0,2014-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39083,efb2934e51e11ef46994a590cafaf096f44ea757,5.0,2.0,3.0,1.0,1.0,1.0,1990,3,20,42.0,2015-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39084,5c00a7a5589d8d4b8f25fb027d6141f77af8af10,1.0,1.0,4.0,1.0,1.0,1.0,1995,12,11,42.0,2013-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39087,aab3656d287be4ffde45cd9cad98393f9092fe19,1.0,1.0,4.0,1.0,1.0,3.0,1997,5,14,50.0,2016-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39088,fa5273913238037e16bbf52c9d7b0b7edb92fc4d,1.0,4.0,4.0,1.0,1.0,2.0,1985,6,26,43.0,2013-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"39090,28d39945945564373e92ba431b1e28754e8585c1,1.0,1.0,4.0,1.0,1.0,1.0,1993,10,3,43.0,2012-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39091,ae4017dcc919716d3c51f95582775b33af3c5348,1.0,1.0,4.0,1.0,1.0,1.0,1994,2,17,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39093,105d47861b280a9e43324bf3c346f8bb97d27ad5,5.0,2.0,3.0,3.0,1.0,1.0,1988,2,3,41.0,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39095,348d7c8a297e960578bf3e90844c3cc0d1d4ed3b,4.0,3.0,3.0,1.0,1.0,1.0,1991,6,16,,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39098,a12ba88b2ebaf3a6cc13c3038c6a0a6e51a2404b,1.0,1.0,4.0,1.0,1.0,1.0,1990,10,29,42.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39102,b65206221b0d741fc5c7c5b057a68235a5fc0925,1.0,4.0,2.0,1.0,1.0,1.0,1974,8,4,33.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"39114,356c61f0dae742c72d2e72ae250dcf52ceb500d8,5.0,1.0,3.0,1.0,1.0,0.0,1987,7,14,,2012-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39118,d2a28e780f59d79c4847ef06b6ba25f1dbe84a69,4.0,3.0,1.0,1.0,1.0,1.0,1988,1,19,,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39119,577e938dfdfee833d49c599b8660820a3e591ab3,1.0,4.0,4.0,1.0,1.0,1.0,1980,6,20,43.0,2012-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"39122,d834677d781202732e611bc0d637f69938973bac,5.0,2.0,3.0,1.0,1.0,1.0,1994,9,19,42.0,2014-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39127,f53336fabb058a2245d40cb66fd6a6523291b5e5,5.0,3.0,3.0,3.0,1.0,1.0,1991,6,15,42.0,2016-01-01,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"39128,0059f9502c986393e06f8f1d291861792e74b719,5.0,2.0,3.0,1.0,1.0,1.0,1998,1,2,42.0,2016-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39129,e15c8472144d68fa0b3424c60238ada10fdde25d,4.0,3.0,3.0,1.0,1.0,1.0,1973,11,10,,2011-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39132,663f1a226a309ece58a513f513c9779449ed6a7b,5.0,2.0,3.0,1.0,1.0,1.0,1994,6,22,42.0,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39134,797ded0d05ca4cf0951c42ae368f130d4de184af,1.0,1.0,4.0,1.0,1.0,3.0,1992,8,12,35.0,2013-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39135,efe04ee40f0e790c8a4524ce4141c5240ec5d6d6,2.0,1.0,4.0,1.0,1.0,1.0,1996,5,19,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39147,d77d6df8946e2796f393071bee2529daf99fbf65,5.0,3.0,3.0,3.0,1.0,3.0,1981,4,25,41.0,2013-01-01,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"39148,013c2434936e05463dc153639e02b6bb9719d86a,1.0,1.0,4.0,1.0,1.0,1.0,1995,12,3,42.0,2013-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39152,daffd5455fdd50e1b0e8f563a0bbe88374554d54,1.0,1.0,4.0,1.0,1.0,1.0,1994,12,26,43.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39157,8dbcb09b43ecdd74ae28a4a2ca85e94575783a9c,1.0,4.0,4.0,1.0,1.0,1.0,1996,1,26,42.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"39159,1333f2e36def88e61031a8061ff7e9ac40f2dba2,1.0,1.0,4.0,1.0,1.0,1.0,1997,12,22,41.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39162,e81f2518f9b7294cc22e69c70e249315899025a5,1.0,4.0,2.0,1.0,1.0,1.0,1980,9,1,42.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"39170,00ab1a1f0cb96f9eb49afbe6fc8f5419f4ae028c,1.0,1.0,4.0,1.0,1.0,1.0,1995,7,23,42.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39174,84d9e6df1bb4966fdda4829d38531a1da97b1adf,5.0,1.0,3.0,1.0,1.0,0.0,1995,3,16,42.0,2014-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39176,a2092b0721e24cc0746d598435d59fd1f2843439,5.0,1.0,1.0,1.0,1.0,1.0,1996,12,24,42.0,2016-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39178,61e777c8867b85d8aab4cc48c673c0d059cf1d7a,5.0,2.0,3.0,1.0,1.0,1.0,1992,8,15,41.0,2010-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39184,e40ef04d723ea1a3179f639413a3603bb5c10650,1.0,1.0,4.0,1.0,1.0,3.0,1991,1,17,35.0,2016-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39187,39408422571968d8168b0052716b308da0244eb5,1.0,1.0,4.0,1.0,1.0,1.0,1988,12,27,35.0,2009-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"39189,56ba08d0d38de6713956eed8cf41830d32c9ce1d,2.0,1.0,4.0,1.0,1.0,1.0,1990,9,15,42.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39192,4c3562282378e27719634e281f963545c8da4fc7,1.0,4.0,4.0,1.0,1.0,1.0,1990,11,11,42.0,2015-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"39193,c5566871425f6d1914c5236dcdc9a37ce4dcdb20,5.0,1.0,3.0,1.0,1.0,1.0,1996,3,24,,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39199,081c77a47160ee53d16549fdf5e8d28fd37946b1,1.0,1.0,4.0,1.0,1.0,1.0,1992,8,17,35.0,2016-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39204,5a860added45403e1e0dda48f46c8f6e2825e8eb,1.0,1.0,4.0,1.0,1.0,1.0,1996,1,1,43.0,2014-01-07,,0.0,1.0,,""Engenharia, produção e construção"""
"39209,a50195bf16c99e8fcb97642157f32496091b7014,5.0,2.0,1.0,1.0,1.0,1.0,1993,7,11,41.0,2013-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39210,5a6651003e87cd5ef8acf8b2360588fe5295f010,1.0,4.0,4.0,3.0,1.0,1.0,1992,12,9,42.0,2015-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"39214,f2269fc7c7073306dcbff27382aa55b925664cf5,1.0,4.0,1.0,1.0,1.0,1.0,1996,12,17,42.0,2015-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"39215,7340617ef272ffbc7af872e586ad02b5756845f9,2.0,1.0,4.0,1.0,1.0,1.0,1997,1,5,42.0,2015-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39217,afd07b052f76e1b081920ea8cce14526e0cf8277,1.0,1.0,4.0,1.0,1.0,1.0,1995,1,10,43.0,2012-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39219,0c9009c6929b4902b98622baa55c9ebdf90d61e3,5.0,2.0,1.0,1.0,1.0,1.0,1994,1,10,41.0,2014-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39225,f00acc3b910c1d7c6dcb419cfd2450d0b230bc14,1.0,4.0,4.0,1.0,1.0,1.0,1997,9,13,42.0,2015-01-01,,,1.0,0.0,""Engenharia, produção e construção"""
"39229,7d29f63a365b2feac8f586ac1d5ddd85f2f0bab0,2.0,1.0,4.0,1.0,1.0,0.0,1997,2,21,41.0,2015-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39233,72215a397cbdf2e410ab33470de37d7969fd0557,2.0,1.0,4.0,1.0,1.0,1.0,1983,5,18,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39246,a48dc36c735d667ea4134f51849491bae0024a13,2.0,1.0,4.0,1.0,1.0,1.0,1991,10,23,42.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39247,bf422ec38ec75a844985df94b938dcebd51c590b,1.0,1.0,4.0,1.0,1.0,1.0,1994,6,24,35.0,2015-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"39258,e8d22470205be686abfdb14299adeaad75608c08,5.0,2.0,1.0,1.0,1.0,1.0,1997,9,11,42.0,2016-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39259,4efda7b569f5ab139740dc3614a3a5caf27b23c1,4.0,3.0,3.0,1.0,1.0,0.0,1998,8,31,,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39265,4f00063444dad123374480988b4479889676cbdc,5.0,2.0,3.0,1.0,1.0,1.0,1996,3,25,42.0,2014-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39269,46c881242b8699187eb4960f803a4e38afdcee66,1.0,1.0,4.0,1.0,1.0,3.0,1995,8,3,43.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39270,ee977b415acc04e8257f8905394ae4cc6a62349b,5.0,2.0,1.0,1.0,1.0,3.0,1991,5,8,42.0,2012-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39274,451d967416db5afc44f57a3086fe87ca50d44c1e,1.0,4.0,4.0,1.0,1.0,0.0,1996,8,23,42.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"39278,65b2173da978963031844fa01caacf99738d3ad9,5.0,1.0,3.0,1.0,1.0,1.0,1998,6,25,42.0,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39279,b23491d57c4bdfca7059eab9dd8344cd427dcf79,1.0,1.0,4.0,1.0,1.0,3.0,1997,2,22,42.0,2015-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39282,7e9f90bb5c489381c3a82d70d5e5f8285df980a5,4.0,3.0,3.0,1.0,1.0,1.0,1986,6,15,,2011-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39283,8e0eabbd57112c79c5fb709301403579f210302a,5.0,2.0,3.0,1.0,1.0,1.0,1980,11,2,42.0,2015-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39284,2f3bf0092888606d68db6529343b19bd4bf29819,1.0,1.0,4.0,1.0,1.0,1.0,1989,11,20,43.0,2008-01-01,,0.0,0.0,,""Engenharia, produção e construção"""
"39290,62bd8f6fb608af3eedba9abf44264d7a54696fb1,2.0,1.0,3.0,1.0,1.0,1.0,1991,12,20,42.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39292,e6df02022a784e070aa076092affe358356ae28a,4.0,3.0,3.0,1.0,1.0,2.0,1987,12,2,,2013-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39294,7d8e636e7ed98d73a9d1f3c79d5af90e2e71a77d,4.0,3.0,3.0,1.0,1.0,1.0,1990,11,9,,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39299,cb990b2a415f582f23c6f1528107b802e03d0f55,5.0,2.0,3.0,1.0,1.0,3.0,1985,4,6,41.0,2012-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39302,ae5f3edefe2853fabe0fbfc367144cddb0861999,1.0,1.0,4.0,1.0,1.0,1.0,1992,7,24,42.0,2011-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39306,bca24353b36a143fa26fc5a0f12e9128f8964c08,1.0,4.0,4.0,1.0,1.0,1.0,1997,5,7,42.0,2015-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"39307,2b8103126dce083dbb06beed74e457d4b259892f,1.0,4.0,1.0,1.0,1.0,1.0,1988,10,3,42.0,2011-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"39309,3e8f6398c8ab197014dd8ec09872202b261238e3,1.0,1.0,4.0,1.0,1.0,1.0,1998,11,18,41.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39312,0a4c79bf471474a134679069cbf46a2681ac3616,1.0,1.0,4.0,1.0,1.0,1.0,1996,1,30,42.0,2014-01-07,,0.0,1.0,,""Engenharia, produção e construção"""
"39321,06f94d9f298e6f81fbebece858db0a09858b2d96,2.0,1.0,3.0,1.0,1.0,1.0,1985,11,5,42.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39322,170cd8804fdd230b33d885312e187f962d2f3616,1.0,4.0,4.0,3.0,1.0,1.0,1980,12,10,43.0,2011-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"39323,c34a1dc6265e53739684467a2a198113ae56892a,5.0,1.0,1.0,1.0,1.0,1.0,1998,2,4,42.0,2016-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39326,578c223f74c326e7c12963aa02912d8a794b6841,5.0,2.0,3.0,1.0,1.0,1.0,1994,9,9,42.0,2013-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39328,2f64f49cb6f4e0441961068c7051d7df0b4bc2c6,1.0,4.0,4.0,1.0,1.0,1.0,1996,11,15,42.0,2015-01-01,,,1.0,0.0,""Engenharia, produção e construção"""
"39329,9bc074c1d1a2e92c8d814ec75b33a7589c2dbff7,1.0,1.0,4.0,1.0,1.0,1.0,1993,1,24,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39332,6a79706951e08be79fdc15cf1dee172bb9de4276,5.0,2.0,3.0,1.0,1.0,1.0,1998,1,2,42.0,2016-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39335,c7a39432d80609290e0317346afa80b5bd250601,5.0,1.0,3.0,1.0,1.0,1.0,1998,10,24,42.0,2015-01-07,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39337,18fd0efb721fe7ede2ef414a8ab2637f4b7c59de,5.0,1.0,3.0,1.0,1.0,2.0,1980,3,21,35.0,2015-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39340,26cbcb3738f116ccba2e8782b95a61da2dc94bdd,1.0,4.0,4.0,1.0,1.0,1.0,1994,7,7,42.0,2014-01-07,,,1.0,1.0,""Engenharia, produção e construção"""
"39341,9b06e87b0ea1973ea5f6abc669fb6a323b214576,4.0,3.0,3.0,1.0,1.0,1.0,1991,3,11,,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39343,b0a52fe80e3d9fa2c759731195782eb1af3590c5,1.0,4.0,2.0,1.0,1.0,3.0,1994,4,28,31.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"39347,5dc3b0ad66daac676f8c5e28c6bb361b233517f7,5.0,2.0,3.0,1.0,1.0,1.0,1997,5,30,42.0,2016-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39348,5d57a1ecc39a20c11897758cdc25fb72e725acb7,1.0,4.0,4.0,1.0,1.0,1.0,1997,6,18,42.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"39350,ad6538fd65375f4fe5b9176d45d364e198e5ec73,5.0,2.0,3.0,1.0,1.0,1.0,1991,11,19,42.0,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39352,9604491f40fe96d6ed3391ee6c3bd401e89603c4,1.0,1.0,4.0,1.0,1.0,1.0,1991,10,31,42.0,2011-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39355,5cd879fdaa1e84217c9025e00fd95308c5e0818d,1.0,1.0,4.0,1.0,1.0,1.0,1993,11,21,41.0,2016-01-01,,0.0,0.0,,""Engenharia, produção e construção"""
"39356,ce32c7b7d79a0d7f0f2cb93a941e89566d604d42,2.0,1.0,4.0,1.0,1.0,1.0,1995,6,24,41.0,2013-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39358,48c2ec1a922ddf609d1ef8d941e6d6749d62107b,5.0,2.0,3.0,1.0,1.0,1.0,1993,5,3,42.0,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39360,a751a62d0fe964bd473b5e461fbfa9211fedb9ec,1.0,1.0,4.0,1.0,1.0,1.0,1993,6,10,42.0,2013-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39363,cbe9e3ee3b18f4eb26d61433dbd585e4a9204456,4.0,3.0,3.0,1.0,1.0,1.0,1991,2,2,,2012-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39364,70f5f97ef14f71fb4f013997de6ac3cba62b166f,5.0,2.0,3.0,1.0,1.0,1.0,1991,8,8,42.0,2009-01-07,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39365,6ef01edf56cf3145c451e36c0969655052bac959,5.0,1.0,3.0,1.0,1.0,0.0,1994,1,12,41.0,2015-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39369,7f7a5716c6417aeb42f1c8fa190eaa21a2143fd8,5.0,2.0,3.0,1.0,1.0,3.0,1996,1,13,31.0,2015-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39373,eecd7b5e9be8375882362abe158dcb5ebbc7136d,5.0,2.0,3.0,1.0,1.0,1.0,1991,1,31,41.0,2010-01-07,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39374,a75d417d8cb24ef9bcd4b67ce91310b74f999ba8,2.0,1.0,4.0,1.0,1.0,1.0,1993,1,11,43.0,2015-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39376,9b16c635c04499274b6a72bbba5db6395de0cfed,1.0,1.0,4.0,1.0,1.0,1.0,1998,11,10,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39379,77fa152f97c28a29454f144cb7b59c35f4b1a707,5.0,2.0,3.0,1.0,1.0,1.0,1990,3,2,42.0,2012-01-07,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39383,01282e1ebf8fbf43cc4bb132f4c05c257c807ac5,2.0,1.0,4.0,1.0,1.0,1.0,1992,7,11,35.0,2015-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39384,458101c8973cfcf65db12a10f5828d13b5f4dfc2,1.0,4.0,2.0,1.0,1.0,1.0,1986,5,10,41.0,2016-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"39388,9dcb8299ac615c20e38b2a409dc2dcf4e53aa944,5.0,2.0,3.0,3.0,1.0,3.0,1985,11,25,42.0,2006-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39390,2840b8f9868b1d8729b78a0ab51c47e91ebc75d7,1.0,4.0,2.0,3.0,1.0,1.0,1990,1,11,42.0,2008-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"39392,b32e95c34f80a0adcb43400ae0dadf116534a765,2.0,1.0,4.0,1.0,1.0,1.0,1992,6,25,31.0,2011-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39393,7ea38a67257a77674d6d552833af5cef7be99c82,5.0,2.0,3.0,1.0,1.0,1.0,1990,7,31,42.0,2011-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39394,9fa4e6d735075b6fbd9bed6558aae2c34470a74f,1.0,1.0,4.0,1.0,1.0,1.0,1997,8,16,42.0,2015-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39398,afbe8f4a2d29565df5d17f80bdad2ef5b11e756f,5.0,2.0,3.0,1.0,1.0,1.0,1991,10,17,42.0,2012-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39400,503b7469b40af9a34cbe283a704ec03a04f5ad6c,1.0,1.0,4.0,1.0,1.0,1.0,1994,12,1,43.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"39401,f73ab656b83513b707a40c776d14b745b68ea595,1.0,4.0,3.0,3.0,1.0,1.0,1984,9,17,42.0,2016-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"39409,a63e70e3dfa4343c97437796e9aab30f2ef90600,5.0,2.0,3.0,1.0,1.0,1.0,1994,6,6,42.0,2012-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"39418,12b4daf52c652495dd909770af3841c7c3318373,1.0,1.0,4.0,1.0,1.0,1.0,1993,8,24,42.0,2014-01-07,,0.0,1.0,,""Engenharia, produção e construção"""
"39419,4d29085a7a244dbc751dde2f9aa2df65798b0e8a,1.0,1.0,4.0,1.0,1.0,1.0,1990,4,22,35.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
